user_id,hotel_name,rating,price,near_station,restaurant,entertain,shopping_mall,convenience_store,trip_type,companion,destination
user1,Sabaidee Minitel,8,1450,0.271428571,0.285714286,0.057142857,0.242857143,0.142857143,business,couple,bangkok
user1,The Local Surasak Hostel,9,250,0.243902439,0.487804878,0.073170732,0.073170732,0.12195122,business,solo,bangkok
user1,Nanda Heritage Hotel,9,2250,0.338983051,0.338983051,0.13559322,0.050847458,0.13559322,leisure,couple,bangkok
user1,Nandha Hotel,9,1650,0.073529412,0.294117647,0.294117647,0.102941176,0.235294118,business,couple,bangkok
user1,Cozy@9Hotel&Kitchen,8,2788,0.081081081,0.540540541,0.081081081,0.189189189,0.108108108,business,friend,bangkok
user1,130 Hotel & Residence Bangkok,9,2400,0.132075472,0.377358491,0.132075472,0.056603774,0.301886792,leisure,friend,bangkok
user1,14 Residence,8,900,0.115384615,0.730769231,0,0,0.153846154,leisure,family,bangkok
user10,Here Hostel Bangkok,9,1970,0.307692308,0.307692308,0.107692308,0.123076923,0.153846154,business,friend,bangkok
user10,Miracle Grand Convention Hotel,8,1949,0.181818182,0.606060606,0.090909091,0,0.121212121,business,family,bangkok
user10,Sofitel Bangkok Sukhumvit,9,169,0.175257732,0.206185567,0.206185567,0.206185567,0.206185567,leisure,friend,bangkok
user10,Yim Huai Khwang,9,2600,0.207317073,0.243902439,0.243902439,0.06097561,0.243902439,business,friend,bangkok
user10,Petals Inn,8,1450,0.118644068,0.338983051,0.13559322,0.186440678,0.220338983,leisure,family,bangkok
user10,Le Tada Residence,9,1680,0.217391304,0.217391304,0.130434783,0.217391304,0.217391304,leisure,couple,bangkok
user10,Nandha Hotel,9,1650,0.073529412,0.294117647,0.294117647,0.102941176,0.235294118,business,couple,bangkok
user10,Amaranta Hotel,9,2550,0.197368421,0.263157895,0.223684211,0.052631579,0.263157895,leisure,couple,bangkok
user10,Sivatel Bangkok,9,4650,0.194029851,0.298507463,0.044776119,0.194029851,0.268656716,leisure,solo,bangkok
user10,Marvin Suites,8,1250,0.179487179,0.512820513,0.051282051,0.076923077,0.179487179,business,family,bangkok
user10,128 Bangkok,8,2000,0.139240506,0.253164557,0.240506329,0.189873418,0.17721519,business,solo,bangkok
user10,Centre Point Silom,9,2960,0.298245614,0.350877193,0.087719298,0.122807018,0.140350877,business,solo,bangkok
user10,Room@Bangkok Boutique Guesthouse,8,2780,0.189473684,0.210526316,0.178947368,0.210526316,0.210526316,leisure,friend,bangkok
user10,GLOW Pratunam,9,2850,0.150684932,0.273972603,0.02739726,0.273972603,0.273972603,leisure,solo,bangkok
user10,Wayla Hostel,9,320,0.3125,0.3125,0.171875,0,0.203125,business,solo,bangkok
user10,True Siam Phayathai Hotel,8,2970,0.24691358,0.24691358,0.12345679,0.197530864,0.185185185,business,family,bangkok
user10,Radisson Blu Plaza Bangkok,9,9604,0.176470588,0.235294118,0.235294118,0.117647059,0.235294118,business,friend,bangkok
user10,Column Bangkok Hotel,8,7850,0.194444444,0.277777778,0.138888889,0.111111111,0.277777778,leisure,family,bangkok
user10,D&N Hostel,9,1380,0.188405797,0.289855072,0.144927536,0.173913043,0.202898551,business,family,bangkok
user10,Pullman Bangkok Hotel G,8.5,3718,0.174418605,0.23255814,0.127906977,0.23255814,0.23255814,leisure,couple,bangkok
user10,Bangkok Bed and Bike,9,1800,0.285714286,0.285714286,0,0.285714286,0.142857143,leisure,friend,bangkok
user10,130 Hotel & Residence Bangkok,9,1200,0.132075472,0.377358491,0.132075472,0.056603774,0.301886792,business,couple,bangkok
user11,Parinda Hotel,9,4240,0.038461538,0.769230769,0,0.038461538,0.153846154,leisure,friend,bangkok
user11,Ariva Ivy Servizio Thonglor,8,2100,0.019230769,0.384615385,0.173076923,0.269230769,0.153846154,business,family,bangkok
user11,Udee Bangkok Hostel,8.5,450,0.225352113,0.281690141,0.281690141,0.042253521,0.169014085,leisure,solo,bangkok
user11,Bangkok Marriott Hotel Sukhumvit,9,5708,0.258064516,0.322580645,0.14516129,0.080645161,0.193548387,leisure,solo,bangkok
user11,Baan Tipa House Wanglang,8,2000,0.307692308,0.384615385,0.019230769,0.115384615,0.173076923,business,family,bangkok
user11,Sandy Serviced Apartment,8.5,800,0,0.64516129,0.064516129,0.064516129,0.225806452,business,solo,bangkok
user11,Nornyai,9,330,0.142857143,0.476190476,0.095238095,0.047619048,0.238095238,business,solo,bangkok
user11,Bourbon St. Boutique Hotel,8,1800,0.298507463,0.298507463,0.089552239,0.134328358,0.179104478,business,family,bangkok
user11,130 Hotel & Residence Bangkok,9,2400,0.132075472,0.377358491,0.132075472,0.056603774,0.301886792,leisure,friend,bangkok
user11,P.K. Garden Home,8,2200,0.384615385,0.384615385,0.076923077,0.057692308,0.096153846,business,solo,bangkok
user11,130 Hotel & Residence Bangkok,9,1200,0.132075472,0.377358491,0.132075472,0.056603774,0.301886792,business,couple,bangkok
user11,130 Hotel & Residence Bangkok,9,2400,0.132075472,0.377358491,0.132075472,0.056603774,0.301886792,business,friend,bangkok
user11,130 Hotel & Residence Bangkok,9,1200,0.132075472,0.377358491,0.132075472,0.056603774,0.301886792,leisure,couple,bangkok
user11,14 Residence,8,900,0.115384615,0.730769231,0,0,0.153846154,leisure,family,bangkok
user11,Hotel Icon Bangkok,8.5,4664,0.131147541,0.327868852,0.131147541,0.163934426,0.245901639,leisure,family,bangkok
user11,Grand Tower Inn Sathorn Hotel,8,2800,0.24137931,0.344827586,0.051724138,0.137931034,0.224137931,business,friend,bangkok
user11,Eight Ville,8,2500,0.12244898,0.408163265,0.142857143,0.081632653,0.244897959,business,friend,bangkok
user11,Royal Princess Larn Luang,8,5400,0.322580645,0.322580645,0.080645161,0.193548387,0.080645161,business,family,bangkok
user11,Ten Ekamai Suites by Aspira,8,2888,0.162162162,0.540540541,0.108108108,0.162162162,0.027027027,business,family,bangkok
user11,Sofitel Bangkok Sukhumvit,9,5085,0.175257732,0.206185567,0.206185567,0.206185567,0.206185567,business,couple,bangkok
user11,The Raya Surawong Bangkok,8,3255,0.2,0.2,0.2,0.2,0.2,leisure,couple,bangkok
user11,Hansar Bangkok,9,6709,0.196428571,0.357142857,0.053571429,0.25,0.142857143,leisure,solo,bangkok
user11,The Narathiwas Hotel & Residence Sathorn Bangkok,8,2250,0.159090909,0.454545455,0.045454545,0.25,0.090909091,leisure,couple,bangkok
user11,Urban Hostel Bangkok,9,1160,0.29787234,0.425531915,0.063829787,0.063829787,0.14893617,business,friend,bangkok
user11,128 Bangkok,8,2000,0.139240506,0.253164557,0.240506329,0.189873418,0.17721519,business,solo,bangkok
user11,130 Hotel & Residence Bangkok,9,2400,0.132075472,0.377358491,0.132075472,0.056603774,0.301886792,leisure,friend,bangkok
user12,Al Meroz Hotel Bangkok - The Leading Halal Hotel,9,3150,0.282608696,0.434782609,0.065217391,0.02173913,0.195652174,leisure,couple,bangkok
user12,Hostel Thonglo7,9,1800,0,0.350877193,0.228070175,0.350877193,0.070175439,business,family,bangkok
user12,"Sheraton Grande Sukhumvit, A Luxury Collection Hotel",9,5988,0.204081633,0.204081633,0.183673469,0.204081633,0.204081633,business,couple,bangkok
user12,Column Bangkok Hotel,8,7850,0.194444444,0.277777778,0.138888889,0.111111111,0.277777778,leisure,family,bangkok
user12,P.T. Court,8,3500,0.224719101,0.224719101,0.101123596,0.224719101,0.224719101,leisure,family,bangkok
user12,Chateau de Sukhumvit,9,2380,0,0.777777778,0.111111111,0.055555556,0.055555556,leisure,friend,bangkok
user12,CHERN Hostel,8.5,1500,0.214285714,0.476190476,0.047619048,0.119047619,0.142857143,business,family,bangkok
user12,U Sukhumvit Bangkok,9,7201,0.225352113,0.281690141,0.126760563,0.169014085,0.197183099,business,friend,bangkok
user12,Crowne Plaza Bangkok Lumpini Park,9,5784,0.202020202,0.202020202,0.202020202,0.191919192,0.202020202,leisure,solo,bangkok
user12,Dewan Bangkok,9,4800,0.210526316,0.210526316,0.189473684,0.178947368,0.210526316,leisure,friend,bangkok
user12,128 Bangkok,8,2000,0.139240506,0.253164557,0.240506329,0.189873418,0.17721519,business,solo,bangkok
user12,Ascott Sathorn Bangkok,9,3790,0.223684211,0.263157895,0.065789474,0.184210526,0.263157895,leisure,couple,bangkok
user12,The Residence on Thonglor,9,6570,0.027777778,0.555555556,0.194444444,0.083333333,0.138888889,business,friend,bangkok
user12,Citypoint Hotel,9,2100,0.197916667,0.208333333,0.177083333,0.208333333,0.208333333,leisure,couple,bangkok
user12,Marvin Suites,8,2000,0.179487179,0.512820513,0.051282051,0.076923077,0.179487179,leisure,friend,bangkok
user12,Oakwood Residence Sukhumvit Thonglor Bangkok,9,3520,0,0.298507463,0.253731343,0.298507463,0.149253731,leisure,solo,bangkok
user12,Somerset Park Suanplu,8,2589,0.307692308,0.384615385,0.057692308,0.038461538,0.211538462,business,solo,bangkok
user12,Hostel Thonglo7,9,2300,0,0.350877193,0.228070175,0.350877193,0.070175439,business,friend,bangkok
user12,38 Mansion,7.5,2400,0.166666667,0.555555556,0,0.194444444,0.083333333,business,friend,bangkok
user12,Amari Watergate Bangkok,9,3884,0.204819277,0.240963855,0.072289157,0.240963855,0.240963855,business,family,bangkok
user12,Beekataa Hostel Donmueang,9,1100,0,0.689655172,0.034482759,0,0.275862069,leisure,solo,bangkok
user12,130 Hotel & Residence Bangkok,9,1200,0.132075472,0.377358491,0.132075472,0.056603774,0.301886792,business,couple,bangkok
user12,14 Residence,8,900,0.115384615,0.730769231,0,0,0.153846154,leisure,family,bangkok
user13,NIDA Rooms Plubpla Bangkapi 591,9,1287,0.081081081,0.540540541,0.081081081,0.081081081,0.216216216,leisure,friend,bangkok
user13,Kokotel Surawong,9,1660,0.172839506,0.24691358,0.098765432,0.234567901,0.24691358,business,couple,bangkok
user13,Banyan Tree Bangkok,9,5720,0.271186441,0.338983051,0.050847458,0.101694915,0.237288136,business,solo,bangkok
user13,Renaissance Bangkok Ratchaprasong Hotel,9,6120,0.189189189,0.27027027,0.121621622,0.27027027,0.148648649,leisure,couple,bangkok
user13,Nornyai,9,660,0.142857143,0.476190476,0.095238095,0.047619048,0.238095238,business,couple,bangkok
user13,Here Hostel Bangkok,9,990,0.307692308,0.307692308,0.107692308,0.123076923,0.153846154,business,couple,bangkok
user13,Homie Hostel & Cafe,9,400,0.125,0.277777778,0.194444444,0.125,0.277777778,business,solo,bangkok
user13,Chatrium Hotel Riverside Bangkok,9,3458,0.326530612,0.408163265,0.020408163,0.020408163,0.224489796,leisure,solo,bangkok
user13,Nouvo City Hotel,8,3500,0.224719101,0.224719101,0.202247191,0.123595506,0.224719101,business,family,bangkok
user13,Sofitel Bangkok Sukhumvit,9,27542,0.175257732,0.206185567,0.206185567,0.206185567,0.206185567,business,family,bangkok
user13,130 Hotel & Residence Bangkok,9,2400,0.132075472,0.377358491,0.132075472,0.056603774,0.301886792,business,friend,bangkok
user13,14 Residence,8,900,0.115384615,0.730769231,0,0,0.153846154,leisure,family,bangkok
user13,Baan Hostel,9,990,0.057142857,0.571428571,0.057142857,0.257142857,0.057142857,business,friend,bangkok
user13,Le Siam Hotel,8,3980,0.2,0.2,0.2,0.2,0.2,business,friend,bangkok
user13,Bangkok Patio,9,2100,0.354166667,0.416666667,0.041666667,0.041666667,0.145833333,leisure,solo,bangkok
user13,The Journey Hotel,9,850,0,0.64516129,0.064516129,0.064516129,0.225806452,leisure,family,bangkok
user13,On 8 Sukhumvit Nana Bangkok by Compass Hospitality,8,3599,0.130434783,0.217391304,0.217391304,0.217391304,0.217391304,leisure,family,bangkok
user13,Bangkok W18 Hostel,9,700,0.2,0.2,0.2,0.2,0.2,leisure,couple,bangkok
user13,Penpark Place,8,600,0.26984127,0.317460317,0.158730159,0.047619048,0.206349206,business,family,bangkok
user13,Jasmine City Hotel,8,7700,0.182795699,0.215053763,0.215053763,0.172043011,0.215053763,leisure,family,bangkok
user13,Chateau de Sukhumvit,9,1071,0,0.777777778,0.111111111,0.055555556,0.055555556,business,couple,bangkok
user13,The Journey Hotel,9,850,0,0.64516129,0.064516129,0.064516129,0.225806452,business,couple,bangkok
user13,128 Bangkok,8,2000,0.139240506,0.253164557,0.240506329,0.189873418,0.17721519,business,solo,bangkok
user13,130 Hotel & Residence Bangkok,9,2400,0.132075472,0.377358491,0.132075472,0.056603774,0.301886792,leisure,friend,bangkok
user14,Triple Two Silom,9,2585,0.184210526,0.263157895,0.078947368,0.210526316,0.263157895,business,solo,bangkok
user14,Centre Point Sukhumvit Thong-Lo,8,3250,0.054054054,0.27027027,0.27027027,0.27027027,0.135135135,business,family,bangkok
user14,Coop Hostel,9,990,0.240963855,0.240963855,0.036144578,0.240963855,0.240963855,leisure,couple,bangkok
user14,Hostel At Thonglor,9,380,0.192307692,0.384615385,0.173076923,0.115384615,0.134615385,business,solo,bangkok
user14,U Tiny Boutique Home Suvarnabhumi Bangkok,9,4984,0,0,0,1,0,business,friend,bangkok
user14,Hilton Sukhumvit Bangkok,8,4002,0.08974359,0.256410256,0.256410256,0.230769231,0.166666667,leisure,solo,bangkok
user14,I Rich Residence,9,1799,0,0.8,0,0,0.2,leisure,family,bangkok
user14,Amanta Hotel & Residence Ratchada,8,2900,0.216216216,0.27027027,0.216216216,0.108108108,0.189189189,leisure,couple,bangkok
user14,Loftel Station,8.5,750,0.344827586,0.344827586,0.086206897,0.068965517,0.155172414,leisure,couple,bangkok
user14,Kama Bangkok,9,855,0,0.555555556,0.111111111,0.111111111,0.222222222,business,couple,bangkok
user14,2W Bed & Breakfast Bangkok,9,1600,0.294117647,0.294117647,0.132352941,0.117647059,0.161764706,leisure,friend,bangkok
user14,InterContinental Bangkok,9,6544,0.168831169,0.25974026,0.155844156,0.25974026,0.155844156,business,solo,bangkok
user14,Parvena Hotel,8.5,900,0.222222222,0.555555556,0.027777778,0,0.194444444,business,couple,bangkok
user14,Sacha's Hotel Uno,8,2870,0.2,0.2,0.2,0.2,0.2,leisure,couple,bangkok
user14,Renaissance Bangkok Ratchaprasong Hotel,9,6120,0.189189189,0.27027027,0.121621622,0.27027027,0.148648649,business,couple,bangkok
user14,Mercure Bangkok Siam,9,3178,0.192307692,0.256410256,0.153846154,0.256410256,0.141025641,leisure,couple,bangkok
user14,Mode Sathorn Hotel,9,3610,0.206896552,0.344827586,0.051724138,0.172413793,0.224137931,leisure,solo,bangkok
user14,Zenniq,8,3420,0.333333333,0.416666667,0.0625,0.020833333,0.166666667,business,friend,bangkok
user14,Sivatel Bangkok,9,4650,0.194029851,0.298507463,0.044776119,0.194029851,0.268656716,leisure,couple,bangkok
user14,Tower Club At lebua,9,6390,0.207792208,0.25974026,0.090909091,0.25974026,0.181818182,business,couple,bangkok
user14,Baan Tipa House Wanglang,8,2000,0.307692308,0.384615385,0.019230769,0.115384615,0.173076923,leisure,family,bangkok
user14,14 Residence,8,900,0.115384615,0.730769231,0,0,0.153846154,business,family,bangkok
user14,130 Hotel & Residence Bangkok,9,2400,0.132075472,0.377358491,0.132075472,0.056603774,0.301886792,leisure,friend,bangkok
user15,Aim House Bangkok,9,1080,0.254237288,0.338983051,0.050847458,0.152542373,0.203389831,leisure,couple,bangkok
user15,GLOW Pratunam,9,2850,0.150684932,0.273972603,0.02739726,0.273972603,0.273972603,leisure,solo,bangkok
user15,Chillax Resort,8.5,4400,0.21978022,0.21978022,0.21978022,0.120879121,0.21978022,business,friend,bangkok
user15,Villa Phra Sumen Bangkok,9,1932,0.281690141,0.281690141,0.169014085,0.126760563,0.14084507,business,couple,bangkok
user15,Blue Jasmine Hostel,9,1090,0.303030303,0.303030303,0.151515152,0.090909091,0.151515152,business,family,bangkok
user15,Loogchoob Homestay,9,2300,0.303030303,0.303030303,0.075757576,0.166666667,0.151515152,business,couple,bangkok
user15,PlayHaus Thonglor,8.5,1600,0,0.303030303,0.257575758,0.303030303,0.136363636,business,couple,bangkok
user15,JW Marriott Hotel Bangkok,9,6356,0.189189189,0.27027027,0.162162162,0.162162162,0.216216216,leisure,solo,bangkok
user15,Brunch Makers,9,2200,0.210526316,0.210526316,0.189473684,0.178947368,0.210526316,leisure,friend,bangkok
user15,U Sathorn Bangkok,9,5084,0,0.64516129,0.096774194,0.032258065,0.225806452,leisure,solo,bangkok
user15,128 Bangkok,8,2000,0.139240506,0.253164557,0.240506329,0.189873418,0.17721519,business,solo,bangkok
user15,14 Residence,8,900,0.115384615,0.730769231,0,0,0.153846154,leisure,family,bangkok
user15,The Plimplace 2,8,1980,0.285714286,0.317460317,0.079365079,0.111111111,0.206349206,leisure,family,bangkok
user15,Tara Place,9,1500,0.281690141,0.281690141,0.154929577,0.056338028,0.225352113,leisure,solo,bangkok
user15,The Blocks Hostel,9,330,0.159574468,0.212765957,0.20212766,0.212765957,0.212765957,business,solo,bangkok
user15,Centra by Centara Central Station Bangkok,8,2789,0.317460317,0.317460317,0.111111111,0.095238095,0.158730159,leisure,family,bangkok
user15,Novotel Bangkok Sukhumvit 20,9,6203,0.133333333,0.266666667,0.213333333,0.12,0.266666667,leisure,friend,bangkok
user15,BB Garden Resort,8,1500,0,0.5,0.175,0.025,0.3,business,family,bangkok
user15,My Loft Residence,8.5,1500,0,0.526315789,0.052631579,0.026315789,0.394736842,leisure,friend,bangkok
user15,Kokotel Surawong,9,1660,0.172839506,0.24691358,0.098765432,0.234567901,0.24691358,business,couple,bangkok
user15,Loftel 22 Hostel,8,1000,0.24,0.4,0.18,0.06,0.12,leisure,friend,bangkok
user15,Trica Hostel,9,280,0.177777778,0.444444444,0.044444444,0.111111111,0.222222222,business,solo,bangkok
user15,130 Hotel & Residence Bangkok,9,2400,0.132075472,0.377358491,0.132075472,0.056603774,0.301886792,business,friend,bangkok
user15,130 Hotel & Residence Bangkok,9,1200,0.132075472,0.377358491,0.132075472,0.056603774,0.301886792,leisure,couple,bangkok
user16,C40Winks Hostel,9,1930,0.2,0.2,0.2,0.2,0.2,business,friend,bangkok
user16,The Davis Bangkok,8,6999,0.2,0.444444444,0.088888889,0.133333333,0.133333333,business,family,bangkok
user16,Kokotel Surawong,9,2825,0.172839506,0.24691358,0.098765432,0.234567901,0.24691358,leisure,friend,bangkok
user16,Nandha Hotel,9,1650,0.073529412,0.294117647,0.294117647,0.102941176,0.235294118,business,family,bangkok
user16,Cloudy Hostel,9,300,0.281690141,0.281690141,0.042253521,0.154929577,0.23943662,business,solo,bangkok
user16,Phachara Suites Sukhumvit,8,7398,0.103896104,0.25974026,0.207792208,0.207792208,0.220779221,business,family,bangkok
user16,Ibis Styles Bangkok Sukhumvit 50,8.5,1530,0,0.666666667,0.333333333,0,0,leisure,family,bangkok
user16,2W Bed & Breakfast Bangkok,9,400,0.294117647,0.294117647,0.132352941,0.117647059,0.161764706,leisure,solo,bangkok
user16,Mode Sathorn Hotel,9,3610,0.206896552,0.344827586,0.051724138,0.172413793,0.224137931,leisure,couple,bangkok
user16,130 Hotel & Residence Bangkok,9,1200,0.132075472,0.377358491,0.132075472,0.056603774,0.301886792,business,couple,bangkok
user16,ThongLor Travellers Hostel and Cafe,9,2300,0.206896552,0.344827586,0.155172414,0.086206897,0.206896552,business,friend,bangkok
user16,Golden Tulip Mandison Suites,8,4200,0.106060606,0.303030303,0.212121212,0.075757576,0.303030303,business,family,bangkok
user16,Montien Riverside Hotel,8,2665,0.363636364,0.606060606,0.03030303,0,0,business,family,bangkok
user16,SO Sofitel Bangkok,9,6403,0.264150943,0.377358491,0.037735849,0.150943396,0.169811321,leisure,solo,bangkok
user16,Happy 3,9,3200,0.254237288,0.338983051,0.050847458,0.220338983,0.13559322,leisure,family,bangkok
user16,Dhub Hostel Donmueng,9,400,0.214285714,0.476190476,0.119047619,0,0.19047619,leisure,solo,bangkok
user16,The Myth - Sud Sathorn,9,3034,0.254545455,0.363636364,0.072727273,0.127272727,0.181818182,business,friend,bangkok
user16,GLOW Pratunam,9,3800,0.150684932,0.273972603,0.02739726,0.273972603,0.273972603,business,family,bangkok
user16,Nornyai,9,660,0.142857143,0.476190476,0.095238095,0.047619048,0.238095238,leisure,couple,bangkok
user16,128 Bangkok,8,2000,0.139240506,0.253164557,0.240506329,0.189873418,0.17721519,business,solo,bangkok
user16,130 Hotel & Residence Bangkok,9,1200,0.132075472,0.377358491,0.132075472,0.056603774,0.301886792,business,couple,bangkok
user16,130 Hotel & Residence Bangkok,9,2400,0.132075472,0.377358491,0.132075472,0.056603774,0.301886792,leisure,friend,bangkok
user17,Amara Bangkok Hotel,9,6709,0.175257732,0.206185567,0.206185567,0.206185567,0.206185567,leisure,friend,bangkok
user17,R1 Hostel,9,230,0.222222222,0.317460317,0.238095238,0.015873016,0.206349206,leisure,solo,bangkok
user17,Holiday Inn Express Bangkok Sathorn,9,4301,0.215053763,0.215053763,0.139784946,0.215053763,0.215053763,leisure,friend,bangkok
user17,First Inn On Nut,9,350,0.234042553,0.425531915,0.021276596,0.170212766,0.14893617,business,solo,bangkok
user17,Boxpackers Hostel,9,440,0.205128205,0.256410256,0.025641026,0.256410256,0.256410256,business,solo,bangkok
user17,Movylodge,9,1596,0.273972603,0.273972603,0.068493151,0.136986301,0.246575342,leisure,friend,bangkok
user17,Well Hotel Bangkok,9,2945,0.1375,0.25,0.25,0.1125,0.25,business,solo,bangkok
user17,Mercure Bangkok Siam,9,3531,0.192307692,0.256410256,0.153846154,0.256410256,0.141025641,business,family,bangkok
user17,Triple Two Silom,9,5170,0.184210526,0.263157895,0.078947368,0.210526316,0.263157895,business,friend,bangkok
user17,130 Hotel & Residence Bangkok,9,1200,0.132075472,0.377358491,0.132075472,0.056603774,0.301886792,business,couple,bangkok
user17,130 Hotel & Residence Bangkok,9,1200,0.132075472,0.377358491,0.132075472,0.056603774,0.301886792,leisure,couple,bangkok
user17,14 Residence,8,900,0.115384615,0.730769231,0,0,0.153846154,leisure,family,bangkok
user17,Chiva Residence Bangkok,8,1883,0.03125,0.625,0.0625,0.0625,0.21875,business,solo,bangkok
user17,Amaranta Hotel,9,4950,0.197368421,0.263157895,0.223684211,0.052631579,0.263157895,business,friend,bangkok
user17,Hide Bangkok Hostel,9,750,0.128205128,0.512820513,0.076923077,0.128205128,0.153846154,leisure,couple,bangkok
user17,Chateau de Sukhumvit,9,2380,0,0.777777778,0.111111111,0.055555556,0.055555556,leisure,friend,bangkok
user17,Baan K Managed By Bliston,9,2395,0.254545455,0.363636364,0.036363636,0.181818182,0.163636364,business,couple,bangkok
user17,2W Bed & Breakfast Bangkok,9,400,0.294117647,0.294117647,0.132352941,0.117647059,0.161764706,leisure,solo,bangkok
user17,Mellow Fellow Hostel,9,350,0.305084746,0.338983051,0.06779661,0.101694915,0.186440678,leisure,solo,bangkok
user17,Anantara Siam Bangkok Hotel,9,6290,0.203125,0.3125,0.09375,0.265625,0.125,business,solo,bangkok
user17,Grande Centre Point Hotel Terminal21,9,13000,0.2,0.2,0.2,0.2,0.2,leisure,friend,bangkok
user17,14 Residence,8,900,0.115384615,0.730769231,0,0,0.153846154,business,family,bangkok
user17,14 Residence,8,900,0.115384615,0.730769231,0,0,0.153846154,leisure,family,bangkok
user18,Aspira D'Andora Sukhumvit 16,9,1499,0.094339623,0.377358491,0.113207547,0.075471698,0.339622642,leisure,solo,bangkok
user18,U Sukhumvit Bangkok,9,7201,0.225352113,0.281690141,0.126760563,0.169014085,0.197183099,leisure,friend,bangkok
user18,"Four Points by Sheraton Bangkok, Sukhumvit 15",9,7156,0.175257732,0.206185567,0.206185567,0.206185567,0.206185567,business,friend,bangkok
user18,Baansilom Soi 3,8,2890,0.2,0.2,0.2,0.2,0.2,leisure,friend,bangkok
user18,Marvin Suites,8,2000,0.179487179,0.512820513,0.051282051,0.076923077,0.179487179,leisure,friend,bangkok
user18,LiT BANGKOK Hotel,9,4080,0.238095238,0.238095238,0.142857143,0.238095238,0.142857143,leisure,solo,bangkok
user18,Ban Kru Ae Homestay,9,1200,0,0.4,0,0,0.6,leisure,couple,bangkok
user18,Parvena Hotel,8.5,1800,0.222222222,0.555555556,0.027777778,0,0.194444444,business,family,bangkok
user18,BB Boutique Mansion,8,1215,0.173913043,0.289855072,0.173913043,0.072463768,0.289855072,business,family,bangkok
user18,128 Bangkok,8,2000,0.139240506,0.253164557,0.240506329,0.189873418,0.17721519,business,solo,bangkok
user18,130 Hotel & Residence Bangkok,9,1200,0.132075472,0.377358491,0.132075472,0.056603774,0.301886792,business,couple,bangkok
user18,14 Residence,8,900,0.115384615,0.730769231,0,0,0.153846154,leisure,family,bangkok
user18,Centre Point Chidlom,9,5900,0.264150943,0.377358491,0.037735849,0.169811321,0.150943396,business,friend,bangkok
user18,Le Tada Parkview Hotel,9,1890,0.217391304,0.217391304,0.130434783,0.217391304,0.217391304,business,couple,bangkok
user18,Viva Garden Serviced Residence,9,2040,0.162790698,0.465116279,0.046511628,0.069767442,0.255813953,business,solo,bangkok
user18,Bangkok Story Hostel,9,295,0.293103448,0.344827586,0.137931034,0.086206897,0.137931034,leisure,solo,bangkok
user18,Somerset Lake Point Bangkok,8.5,4715,0.086206897,0.344827586,0.172413793,0.068965517,0.327586207,business,family,bangkok
user18,Hilton Sukhumvit Bangkok,8,4002,0.08974359,0.256410256,0.256410256,0.230769231,0.166666667,business,solo,bangkok
user18,Centre Point Chidlom,9,2940,0.264150943,0.377358491,0.037735849,0.169811321,0.150943396,business,solo,bangkok
